Titre,Année de publication,Pages,Nombre de lecteurs,Note moyenne,Genres
Harry Potter and the Chamber of Secrets,1998,352,4241838,4.43,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Audiobook', 'Middle Grade', 'audiobook-audible', 'author-british', 'genre-juvenile-fantasy', '300-399-pp', 'author-british', 'format-illustrated', 'bookstagram-made-me-do-it', 'favorites', 'kindle-deals', 'favorites-fiction', 'childrens', 'fantasy-all', 'favorites', '0-in-my-library-read', '5-stars', 'childrens-and-middle-grade', 'audiobook', 're-read', '2017-reads', '2018-reads', '5-stars', 'five-star-reads', 'fantasy', 'owned', '2025', '4-stars', 'fantasy-read', 'owned', '2000-2010', '5-stars', '5-stars-complete', 'audiobooks', 'i-fell-in-love', 're-reads', '2016-reads', 'amazing-books', 'breath-in-breath-out', 'audible', 'banned-books', 'buddy-reads-are-the-best']"
A Game of Thrones,1996,835,2626482,4.45,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Audiobook', 'Science Fiction Fantasy', 'fantasy', 'reviewed', '2008', 'fantasy', 'not-worth-it', 'blech-ugh-blech', 'incoherent-anger', 'inconsistent-characterization', 'favorites', 'icky-sex', 'audiobook', '2019', 'fantasy', '600-plus-pp', 'author-american', 'genre-adult-fantasy', 'audiobook-audible', 'author-american', 'genre-adult-fantasy', 'books-reviewed', 'fantasy-scifi', 'my-very-best-reads', 'fantasy', '5-star-reads', 'fantasy', 'love-and-romance', 'fantasy-all', 'own', 'read-as-much-as-i-plan-to', 'reviewed', '2018', 'book-a-book-club', 'fantasy', 'fantasy', 'martin-george-r-r', 'owned', 'fantasy', 'jesse-s-all-time-favorite-authors', 'alpha-team', 'fantasy-modern', 'books-owned-read', 'favorites', 'audiobook', 'read-in-2015', 'audiobooks', 'bookstagram-made-me-do-it', 'buddy-reads', '2016']"
The Giver,1993,208,2667001,4.12,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School', 'america', 'childhood', 'contemporary-fiction', 'teaching', 'fiction', 'audiobook', 'adapted', 'almost-fav', 'dystopia', 'fantasy', 'science-fiction', 'young-adult', 'book-to-film', 'post-apocalyptic-dystopia', 'audiobooks', 'must-possess', '2013-reads', 'for-my-future-hypothetical-daughter', 'listened-to-audio-version', 'read-listened-with-my-kids', 'tearjerkers', 'banned', 'classics', 'disappointing-books', '2011', 'dystopia-utopia', 'young-adult', '2014', 'fifty-shades-of-purple-book-club', 'library', 'after-the-fall', 'inbetweenworld', 'children', 'newbery-medal-and-honor', 'bildungsroman', 'dystopian-apocalyptic', 'ya', 'this-book-is-bitchin', '2023-reads', 'classics', 'dystopian', 'children-s-literature', 'education', 'literature']"
Memoirs of a Geisha,1997,503,2060397,4.16,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Novels', 'Asia', 'bilingual', 'booooooring', 'disappointing', 'book-to-film', 'the-japanese', 'eschbach-andreas', 'historical', 'own', 'paperback-own', 'age-gap', 'all-time-favorites', 'classic', '2018', 'completist-book-club', 'historical-fiction', 'favorites', 'read-in-german', '2-star-reads', 'contemporary-lit', 'i-tried', 'anti-feminist', 'historical-fiction', 'let-down', 'historical-fiction', 'wat', 'read-before-joined-goodreads', 'i-said', 'killer-prose', 'top', 'asia', 'book-group', 'dnf', '2020al-preparadxs-a-leer', 'cafeteria-caba-a-en-la-sierra', 'perfect-ending', '2017-reading-assignment', 'definitely-worth-reading', 'falling-in-love', 'historical-fiction', 'historical-fiction', 'east-asia', 'historical']"
The Golden Compass,1995,399,1577138,4.03,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Audiobook', '5-star-reads', 'children-of-all-ages', 'contemporary-lit', '300-399-pp', 'author-british', 'genre-anthropomorphic', 'digested', 'fantasy', 'owned', 'banned-books', 'check-and-recheck', 'for-nuggets', '1-fiction', '3-multi-book-series', 'fantasy', 'fiction', 'owned', 'fantasy-let-it-be-your-fantasy', 'audiobook', 'childrens', '2006', 'english', 'male-writers', 'children', 'fantasy', 'clear-the-shelf-challenge', 'ciencia-ficción', 'fantasía', 'inicios', 'fantasy-modern', 'inbetweenworld', 'fantasy', 'favorite-ya', 'favorites-all-time', 'fantasy', 'favorites', 'owned', 'read-in-2024', '2007', 'aal', 'knopf', 'childrns', 'fantasy', 're-read', 'epic-fantasy', 'middle-grade', '30-day-book-challenge', 'familiars', 'seen-on-film']"
The Poisonwood Bible,1998,546,768827,4.1,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Literary Fiction', 'Historical', 'Literature', '2-caution', 'culture', 'world-africa', '2013', 'historical', 'barbara-kingsolver', 'pulitzer-winner', 'africa', 'colonialism-exploration-empires', 'god-religion-faith', 'dr-congo', 'fiction', 'american', 'favourites', 'novels', '2018-reads', 'audios', 'buddy-reads-1', 'cried-my-eyes-out', 'historical-fiction', 'current-lit-us', 'fiction-general', '1001', '2010', 'contemporary', 'audiobook', 'equinox-book-challenge', 'american-20th-c', 'congo', 'fiction', 'favorites', 'three-stars-books', 'historical-fiction-1900s']"
The Perks of Being a Wallflower,1999,213,1906117,4.23,"['Young Adult', 'Fiction', 'Classics', 'Coming Of Age', 'Romance', 'Mental Health', 'Realistic Fiction', 'books-everyone-loves-but-me', 'bored-so-bored', 'characters-that-annoy-me', 'contemporary', 'lgbt', 'mental-health', '2014', 'contemporary', 'young-adult', '2011', 'why-the-hype', 'ya', 'conteporary', 'loved-it', 'one-of-a-kind', 'favorites', 'audiobook', 'recommended-to-me', 'favourites', '2016-reads', 'terrible', 'young-adult', 'medicine', 'drama-in-the-burbs', 'read-in-2015', 'desert-island-books', 'favorites', 'queer-lit', '1-and-a-half-stars', 'contemporary', 'lgbt-plus', 'ya', 'classic', 'favourites-2020', 'hall-of-fame', 'favorites', 'own', 'own-read']"
Holes,1998,272,1297311,4.01,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School', 'Realistic Fiction', 'coming-of-age', 'fantasy', 'fun', 'literary-sad-girl-canon', 'nenia-recommends', 'ya-ya-land', 'reviewed', 'year-2010', 'book-club', 'contemporary', 'film-adapted', 'children', 'male-author', 'read-with-maya', 'childrens', 'favorites', 'middle-grade', 'all-timefavorites', 'award-winners', 'middle-grade', '2015', 'young-adult', 'mysteries', 'read-2021', '2022-shelf', 'ya', 'award-winners', 'bullying', 'friendship', 'owned', 'children', 'family-read-aloud', 'newbery-medal-honor']"
The Secret History,1992,559,894529,4.16,"['Fiction', 'Mystery', 'Classics', 'Contemporary', 'Thriller', 'Literary Fiction', 'Mystery Thriller', '5-stars', 'beautifully-written', 'favorites-2019', 'academia', 'buddy-reads', 'contemporary', 'modern-lit', 'reviewed', 'favourites', 'modern-fiction', 'north-american', '1001', 'book-club', 'us', 'adult', 'recommended', '2023-reads', 'adult', 'adult-fiction', 'favourites', '2021', '2022', 'literary-fiction', 'adult', 'adult-contemporary', 'adult-lit', 'favorites', '1001-books', 'classics', 'dark-academia', 'books-i-own', '2022', 'favourites', 'fiction', 'secret-gardens-in-my-mind', 'the-stars-around-my-scars', 'previously-read', '20th-century', 'read-in-2014', 'read-in-2018', 'novels', 'literary-fiction', 'modernclassic', 'this-book-tho', '2020-books', 'thriller-mystery', '2020', 'readathon', 'to-reread', 'adult', 'buddy-read', 'dark-academia', 'american-authors', 'college-days', 'favorite-books', 'book-i-own', 'chunksters', 'contemporary-literary', '2017-reads', 'aty-challenge-2017']"
Angela’s Ashes,1996,452,645079,4.15,"['Nonfiction', 'Memoir', 'Biography', 'Classics', 'Ireland', 'Autobiography', 'Biography Memoir', '2007', 'irish-themes', 'memoirs', 'ireland', 'marlon-james-read-dead-people', 'non-fiction', 'memoirs', 'pulitzer-winner', 'embarrassed-to-own', 'emotionally-manipulative', 'hideously-vile-protagonists', '90-from-the-1990s', 'favorite-books', 'kissing-the-blarney-stone', 'ireland', 'ireland', 'owned', 'biography-autobiography', 'wallowing-in-misery-and-angst', 'classics', 'emotional', 'europe', 'broke-my-heart', 'favorites', 'literature-united-kingdom-ireland', 'books-to-recommend-to-my-son', 'american-20th-c', 'autobiography', 'first-novels', 'x-favourites', 'being-a-teen', '2016', 'foreign-lands', 'historical', 'haveread', 'book-to-screen-adaptation', 'memoirs', 'cultural-ireland', 'memoir', 'non-fiction', 'never-again', 'bib-p', 'usa', 'five-stars', 'memoir']"
Jurassic Park,1990,450,1007186,4.12,"['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Fantasy', 'Adventure', 'Classics', '2018-finer-books-club-reading-chall', 'audiobook', 'favorites', 'horror', 'novel', 'in-my-home-library', 'science-fiction', 'crichton-michael', 'science-fiction-old', 'animals-and-people', 'fast-and-fun', 'sci-fi', 'animals', 'movies-tvshows', 'action-packed', 'adult', 'dinosaurs', '5-star', 'science-fiction', 'classic-novels', 'sci-fi', 'bad-couldnt-finish', 'action-adventure-2022', 'adventure', 'animal', 'sci-fi-challenge-d-j', '2019', 'audio', 'audiobooks', '2021', 'action-thriller', 'audible', 'adventure', 'cinematic', 'ecological', 'read-in-2014', 'audible', 'reviewed', 'almost-great', 'memorable-male-characters', 'sci-fi']"
Fight Club,1996,224,619728,4.18,"['Fiction', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Literature', 'Adult', 'wouldnt-read-again', 're-read', 'real-horrorshow', '5-star-reads', 'contemporary-lit', 'grit-lit', 'audio', 'libby-app', 'read-in-2024', 'americana', 'favourites', 'fiction', '2-star', 'classwork', 'mystery-suspense', 'adapted-to-screen', 'disturbing', 'me-liking-this-book-is-a-red-flag', 'mental-illness', 'in-english', 'contemporary', '1400', 'c-america', 'fiction', 'american-20th-c', 'fiction', 'novels', 'audiobook', 'fiction', 'other-media', 'crime', 'drama', 'fiction']"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",1990,491,796072,4.26,"['Fantasy', 'Fiction', 'Humor', 'Audiobook', 'Comedy', 'Urban Fantasy', 'Science Fiction Fantasy', 'linguistics-and-philosophy', 'parody-homage', 'pooh-dante', 'audiobook', '400-499-pp', 'author-british', 'genre-adult-fantasy', 'fantasy-faeries-magic', 'film-good-or-better-than-book', 'god-religion-faith', 'audiobook-audible', 'author-british', 'genre-adult-fantasy', '3-and-a-half-stars', 'fantasy', 'funny', '1-star-reads', 'fantasy', 'i-tried', '5-star', 'elle-recs-list', 'favorite-characters', 'fantasy', 'faves', 'gaiman-neil', 'pratchett-terry', '2012-reads', '2019-reads', 'favorites', 'audiobooks', 'fantasy', 'fantasy', 'recommended', 'favorites', 'humor', 'kindle-app', 'demons', 'fantasy', 'humor', '4-5-stars', 'audiobook', 'contemporary-fantasy', 'fantasy', 'humor', 'annual-challenges', 'goodreads-summer-challenge-2019', 'group-read', 'neil-gaiman']"
Bridget Jones’s Diary,1996,288,1004586,3.81,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Humor', 'Comedy', 'Adult', 'chicklits', 'crazy-ladies', 'books-i-own', 'favourites', 'fiercely-feminist', 'adult', 'recommended', '2017', 'bloody-cack', 'bookshelf', 'book-club', 'chick-lit', 'voice', '1st-person-pov', 'chick-lit', 'contemporary', 'read-in-english', 'humor', 'not-the-whole-truth', 'parody-homage', 'too-sexy-for-maiden-aunts', 'here-chicky-chicky', 'borrowbox', 'library-frankston-city', 'owned-donated', 'chick-lit', 'kissing-books', 'literary-sad-girl-canon', 'adorkable', 'favorites', 'funny-haha', 'absolute-best', 'favorites', 'i-hate-that-i-love-you', 'chick-lit', 'favourites', 'i-own', '2019', 'chick-lit', 'fun-and-dumb', 'books-i-have-considered-burning', '4-stars', 'comedy', 'laughed-out-loud', '2022', 'trade-paperback', 'contemporary-recent', 'romance', 'adapted-to-screen', 'hate-to-love', 'love-triangle', '2020']"
A Clash of Kings,1998,1009,983610,4.42,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adult', '2011', 'fiction-scifi-fantasy-paranormal', 'physical-own', '600-plus-pp', 'author-american', 'genre-adult-fantasy', 'audiobook-audible', 'author-american', 'genre-adult-fantasy', 'favorites', '5-star-reads', 'fantasy', 'alpha-team', 'fantasy-modern', 'fantasy-all', 'own', '2018', 'fantasy', 'own', 'age-difference', 'childhood-loves', 'dangerous-hero-themed-books-read', 'adventure-and-or-travel-books', 'fantasy', 'thriller_horror_mystery_sci-fi', 'to-buy', '2019', 'fantasy', 'fantasy', 'fantasy-let-it-be-your-fantasy', 'adventure', 'epic', 'fantasy', '500-page-plus', 'epic-fantasy', 'favourites', 'fantasy', 'books-owned-read', 'favorites']"
Girl with a Pearl Earring,1999,233,758789,3.93,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Art', 'Romance', 'Adult', 'artists', 'book-to-film', 'the-dutch', 'reviewed', '20th-century', 'read-in-2017', 'coming-of-age', 'fiction', 'historical-fiction', '2011', 'blogophilia', 'peer-pressure', 'format-print', 'genre-young-adult', 'read-in-2019', 'art', 'e-3', 'female-writers', '2022-reads', 'historical-fiction', 'literature-west-european', 'fiction', 'vagina-soliloquies', '2014', 'art', 'fiction', 'audio-books', 'literary', 'art', 'historical-fiction', 'current-lit-us', '2014', 'historical-fiction', 'love-the-cover', '5-stars', 'fiction', 'historical-fiction', '1402', '17th-century', 'fiction', '20th-century-postwar-to-late', 'fiction', 'theonewithacrushontheprofessor', 'historical-fiction', 'historical-romance', 'all-time-favorite', 'historical-fiction', 'literature', 'classics', 'film-adapted', 'historical']"
The Virgin Suicides,1993,250,379445,3.79,"['Fiction', 'Young Adult', 'Literary Fiction', 'Coming Of Age', 'Mental Health', 'Contemporary', 'Novels', '4-stars', 'beautifully-written', 'classics', 'books_i_listened_to', '1001-books', 'almost-favs', 'classics', '1990s-release', 'first-novels', 'past-and-present', '2018', 'book-a-book-club', 'coming-of-age', '90-from-the-1990s', 'books-that-made-me-think-about-dad', 'coming-of-age', 'favourites', '2018', '2021', '5-star', 'favorites', '2022', '2-star', 'classwork', 'literary-fiction', '1001-core', 'classics', 'lit-fic', 'own', '20th-century', 'read-in-2013', '2016-reads', 'favourites', 'classics', 'contemporary-recent', 'sisters', 'favorites', 'classic', 'drama', 'favourites-2023', 'best-books-ever', 'fiction-20th-century', 'america-canada', 'fiction']"
Outlander,1991,850,1114584,4.26,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance', '4-star-read', 'buddy-reads', 'dead-tree-books', 'abandoned-books', 'i-wanted-to-love-this', 'not-safe-for-the-breakfast-table', 'fantasy', 'historical-fiction', 'socalled-chick-lit', 'trashy_trashy', '2011', 'historical', 'fiction', 'mawwiageiswhatbringsustogethertoday', 'owned', 'alphas-cavemen-yummy', 'favorites', 'favorites', 'desert-island-keepers', 'historical-fiction', 'historical-romance', 'favorites', 'historic', 'romance', '2007', 'cheesyromance', 'fiction', 'kat-s-book-reviews', 'romance-romance-romance', 'book-1-of-my-fav-series', 'favorites', 'fiction', 'highland-hunkfantasy', 'silly-little-highlander-romances', 'favorites', 'historical', 'own', 'audiobooks', 'bookstagram-made-me-do-it', 'buddy-reads', '1-fiction', '3-multi-book-series', '18th-century', 'adultery', 'dhasg-spell-it-out', 'fantasy', 'fiction', 'historical-fiction']"
Neverwhere,1996,370,550033,4.17,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction', '300-399-pp', 'author-british', 'genre-adult-fantasy', '5-stars', 'fantasy', 'favorites-2019', 'audiobook-audible', 'author-british', 'genre-adult-fantasy', 'first-reads-giveaways', 'own', '2012-reads', '2015-reads', 'favorites', 'kat-s-book-reviews', 'the-great-shelf-of-meh', 'audiobook', 'gaiman-neil', 'adult-lite', 'awesome-premise', 'contemporary-fantasy', 'english', 'expected-something-else', 'mr-croup-mr-vandemar-crime', 'england', 'fantasy', 'english', 'fav-neil-gaiman', '4-star', 'author-love', 'fantasy', 'fiction', 'fantasy', 'fantasy-faeries-magic', 'landscape-location-protagonist', 'magical-realism', 'fantasy', 'favorite-author', 'five-stars', 'books-i-own', 'fantasy', 'favorites', 'adult-fantasy-sci-fi', '2018-book-lover-s-desk-calendar', 'british-author', 'fantasy']"
The Bad Beginning,1999,162,549411,4.02,"['Fiction', 'Young Adult', 'Fantasy', 'Childrens', 'Middle Grade', 'Mystery', 'Adventure', '5-stars', 'children-s', 'funny', 'adapted', 'almost-fav', 'children-s', 'audiobook', 're-read', 'middle-grade-children-s', 'childrens', 'own', 'america', 'humor', 'novel', 'middlegrade-literature', 'editor-of-serbian-edition', '2018-reads', 'children', 'fantasy-books', 'favorite-book', 'humor', 'adventure', 'childrens', 'fiction', 'read-in-2016', '2017-1-enero', '2017', 'audiobook', 'children', 'fantasy', 'my-books', 'read-in-2017', 'reread']"
The Things They Carried,1990,246,330703,4.14,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical', 'american-authors', 'guerrilla-warfare', 'short-stories', 'classic-novels', 'vietnam-war', 'x-favourites', 'xx2018-completed', '2013', 'historical', '1001', 'classics', 'historical-fiction', 'blog', 'kick-ass', 'vietnam', '2014', 'military', 'non-fiction', 'americana', 'racconti', 'vietnam', 'americana', 'fiction-of-wartimes', 'have', 'fuzzy-non-fiction', '2019-aty-challenge', 'american', 'asia', '90-from-the-1990s', 'book-club', 'favorite-books', '2010', 'event-missed-author', 'festival-savannah-2024', '2008', 'autobiography', 'historical-fiction', 'favorites', 'favs-of-2017', 'for-class', '1990s', 'read-2021', 'reviewed', 'anthology', 'fiction-general', 'audiobooks', 'war', '4-stars', 'historical', 'literary-fiction', '1001-books', 'audio-books', 'books-i-own']"
